run_num	key_one	key_two	key_three	key_four	trial_num	hand	trial_dur	iti_dur	display_trial_feedback	stim	start_time	end_time	real_start_time	start_ttl	start_ttl_time	correct
1	1	2	3	4	0	bimanual	24.0	0	False	2 1 3 4 2 3 4 3 2 3 4 1 2 4 2 1	0.0	27.0	3.0005398000066634	2	1.495542500022566	0.9375
2	1	2	3	4	0	bimanual	24.0	0	False	2 1 3 1 3 4 2 4 3 4 3 1 1 2 4 3	0.0	27.0	130.00034530000994	103	0.40648659999715164	0.625
