run_num	task_name	task_code	task_file	instruction_dur	start_time	end_time	real_start_time	start_ttl	start_ttl_time	acc	rt	real_end_time
1	finger_sequence	fingseq	finger_sequence_01.tsv	3	0	27	0.0006716000061715	1	0.0006750000029569	0.3125		27.019518800007063
1	rest	rest	rest_01.tsv	3	27	42	27.032126600010088	17	1.383853999999701			42.00106229999801
1	action_observation	acva-acvk	action_observation_01.tsv	3	42	69	42.00674979999894	27	0.016799400007585			70.03073749999749
1	rest	rest	rest_01.tsv	3	69	84	70.03684369999974	45	1.0507374000007983			84.0011508000025
1	demand_grid	dmgrd	demand_grid_01.tsv	3	84	111	84.00724210000772	55	0.0105049999983748	0.6666666666666666	1.1288222666674603	108.83748899999772
1	rest	rest	rest_01.tsv	3	111	126	111.00001210000482	73	0.0106610000075306			126.00111990000003
1	pong	pong	pong_01.tsv	3	126	153	126.0072966000007	83	0.0177073000086238	0.8333333333333334		152.5284684000071
2	action_observation	acva-acvk	action_observation_02.tsv	3	0	27	0.0004171000036876	1	0.0004202999989502			27.74698779999744
2	rest	rest	rest_02.tsv	3	27	42	27.75387269999192	19	0.7635416999983136			42.00110910000512
2	pong	pong	pong_02.tsv	3	42	69	42.00745530000131	29	0.0182118999946396	0.6666666666666666		68.28532090000226
2	rest	rest	rest_02.tsv	3	69	84	69.00001400000474	43	0.0192064000002574			84.0011458999943
2	demand_grid	dmgrd	demand_grid_02.tsv	3	84	111	84.00733999999647	53	0.0261701999988872	1.0	1.7119187333349448	109.70265560000551
2	rest	rest	rest_02.tsv	3	111	126	111.00001119999796	71	0.0114736999967135			126.00113659999624
2	finger_sequence	fingseq	finger_sequence_02.tsv	3	126	153	126.00799820000248	81	0.0201939000107813	0.5		153.0197751999949
3	action_observation	acva-acvk	action_observation_03.tsv	3	0	27	0.0003789000038523	1	0.0003820999991148			27.742896299998392
3	rest	rest	rest_03.tsv	3	27	42	27.75265330000548	19	0.7464741000003414			42.00121830000717
3	demand_grid	dmgrd	demand_grid_03.tsv	3	42	69	42.0074683999992	28	1.504260300003807	1.0	1.1274220333337628	67.15201780000643
3	rest	rest	rest_03.tsv	3	69	84	69.00001570000313	46	0.0006982000049902			84.00111840000318
3	finger_sequence	fingseq	finger_sequence_03.tsv	3	84	111	84.00864200000069	55	1.5135879000008572	0.25		111.0218343000015
3	rest	rest	rest_03.tsv	3	111	126	111.02985940000508	69	3.0296182000020053			126.00113520000014
3	pong	pong	pong_03.tsv	3	126	153	126.00759020000989	79	1.5043788000039058	0.6666666666666666		152.28513850001036
4	finger_sequence	fingseq	finger_sequence_04.tsv	3	0	27	0.0004410999972606078	1	0.00044419999176170677	0.1875		27.019238699998823
4	rest	rest	rest_04.tsv	3	27	42	27.02768339999602	13	0.06248809999669902			42.001125599999796
4	demand_grid	dmgrd	demand_grid_04.tsv	3	42	69	42.00932849998935	23	0.044152000002213754	0.6666666666666666	1.1378822333402543	66.98472199999378
4	rest	rest	rest_04.tsv	3	69	84	69.00001239999256	40	0.02578429999994114			84.00103519999539
4	pong	pong	pong_04.tsv	3	84	111	84.00717389999772	50	0.034460099996067584	0.3333333333333333		110.28496469999664
4	rest	rest	rest_04.tsv	3	111	126	111.00001269999484	64	0.03469520001090132			126.00110999999742
4	action_observation	acva-acvk	action_observation_04.tsv	3	126	153	126.00695009999617	74	0.03945630000089295			153.73165589998825
