run_num	trial_num	trial_dur	start_time	end_time	real_start_time	start_ttl	start_ttl_time
1	1.0	12.0	0.0	12.0	30.00025060000189	19.0	0.0039298000046983
1	1.0	12.0	0.0	12.0	72.00024330000451	47.0	0.0120633000042289
1	1.0	12.0	0.0	12.0	114.0002908000024	75.0	0.0049756000080378
2	1.0	12.0	0.0	12.0	30.000234799998	21.0	0.0022577000054297
2	1.0	12.0	0.0	12.0	72.00022699999681	45.0	0.0125177000008989
2	1.0	12.0	0.0	12.0	114.00024700000358	73.0	0.0058294000045862
3	1.0	12.0	0.0	12.0	30.000244000009843	21.0	0.002071299997624
3	1.0	12.0	0.0	12.0	72.0004983000108	47.0	1.49483510000573
3	1.0	12.0	0.0	12.0	114.00024490000214	72.0	0.0031753000075696
4	1.0	12.0	0.0	12.0	30.00024399999529	15.0	0.0288792000064859
4	1.0	12.0	0.0	12.0	72.00023289999808	42.0	0.0356136999907903
4	1.0	12.0	0.0	12.0	114.0002431999892	66.0	0.028771600002073683
