run_num	trial_num	trial_dur	start_time	end_time	real_start_time	start_ttl	start_ttl_time
1	1.0	12.0	0.0	12.0	30.00028600002406	11.0	1.2023939000209791
1	1.0	12.0	0.0	12.0	73.00025680003455	29.0	0.9887622999958694
1	1.0	12.0	0.0	12.0	115.00025570002616	46.0	2.2016171000432223
2	1.0	12.0	0.0	12.0	31.00025849998929	12.0	4.580096499994397
2	1.0	12.0	0.0	12.0	75.57184460002463	30.0	3.5648496999638155
2	1.0	12.0	0.0	12.0	115.000243699993	46.0	2.1999981999979354
3	1.0	12.0	0.0	12.0	31.000232000020333	12.0	4.559347200032789
3	1.0	12.0	0.0	12.0	73.00024060002761	30.0	0.99343160004355
3	1.0	12.0	0.0	12.0	115.00024740002118	47.0	2.199504000018351
4	1.0	12.0	0.0	12.0	30.000265799986664	13.0	1.1997951999655925
4	1.0	12.0	0.0	12.0	72.00027739995858	30.0	2.391750200011302
4	1.0	12.0	0.0	12.0	116.5685308999964	46.0	3.767250899982173
