run_num	key_left	key_right	correct_side	trial_type	trial_num	hand	grid_size	num_steps	original_sequence	modified_sequence	original_step_1	original_step_2	original_step_3	display_trial_feedback	trial_dur	sequence_dur	question_dur	iti_dur	start_time	end_time	real_start_time	start_ttl	start_ttl_time	response	rt	correct
1	2	3	right	1	0	right	(3, 3)	3	[(2, 2), (1, 0), (2, 1)]	[(2, 2), (1, 0), (2, 0)]	[(2, 2)]	[(1, 0)]	[(2, 1)]	False	7	4	3	1.5	0.0	8.5	88.00036330003059	1	88.00036629999522	3	1.4893860999727622	True
1	2	3	left	0	1	right	(3, 3)	3	[(0, 2), (0, 0), (1, 0)]	[(0, 2), (0, 0), (1, 1)]	[(0, 2)]	[(0, 0)]	[(1, 0)]	False	7	4	3	1.5	8.5	17.0	96.50003029999787	1	96.50003290001769	2	1.3028028000262566	True
1	2	3	right	1	2	right	(3, 3)	3	[(1, 2), (2, 1), (1, 1)]	[(1, 2), (2, 1), (1, 0)]	[(1, 2)]	[(2, 1)]	[(1, 1)]	False	7	4	3	0.0	17.0	24.0	105.00003120000474	1	105.00003360002302	3	0.8956053999718279	True
2	2	3	left	0	0	right	(3, 3)	3	[(2, 0), (1, 0), (2, 2)]	[(2, 0), (1, 0), (2, 1)]	[(2, 0)]	[(1, 0)]	[(2, 2)]	False	7	4	3	1.5	0.0	8.5	88.00034379999852	33	1.6537690000259315	2	0.7590436000027694	True
2	2	3	left	0	1	right	(3, 3)	3	[(1, 0), (0, 1), (2, 0)]	[(1, 0), (0, 1), (2, 2)]	[(1, 0)]	[(0, 1)]	[(2, 0)]	False	7	4	3	1.5	8.5	17.0	96.50003120000474	37	0.5438263000105508	2	0.8360661999904551	True
2	2	3	right	1	2	right	(3, 3)	3	[(0, 0), (1, 2), (0, 2)]	[(0, 0), (1, 2), (0, 1)]	[(0, 0)]	[(1, 2)]	[(0, 2)]	False	7	4	3	0.0	17.0	24.0	105.00003990001278	40	1.8480413000215776	3	0.5466877000289969	True
3	2	3	left	0	0	right	(3, 3)	3	[(1, 1), (0, 1), (2, 1)]	[(1, 1), (0, 1), (2, 2)]	[(1, 1)]	[(0, 1)]	[(2, 1)]	False	7	4	3	1.5	0.0	8.5	46.00033889996121	19	0.4101519000250846	1	0.4948515000287443	False
3	2	3	right	1	1	right	(3, 3)	3	[(2, 0), (2, 2), (2, 1)]	[(2, 0), (2, 2), (0, 1)]	[(2, 0)]	[(2, 2)]	[(2, 1)]	False	7	4	3	1.5	8.5	17.0	54.50002909998875	22	1.6984034000197423	3	0.5351773999864236	True
3	2	3	right	1	2	right	(3, 3)	3	[(0, 2), (2, 1), (2, 2)]	[(0, 2), (2, 1), (2, 0)]	[(0, 2)]	[(2, 1)]	[(2, 2)]	False	7	4	3	0.0	17.0	24.0	63.00002739997581	26	0.605003000004217	2	0.7649031999753788	False
4	2	3	left	0	0	right	(3, 3)	3	[(2, 0), (1, 1), (1, 2)]	[(2, 0), (1, 1), (2, 2)]	[(2, 0)]	[(1, 1)]	[(1, 2)]	False	7	4	3	1.5	0.0	8.5	45.00033320003422	17	1.7940657999715768	2	1.152172000030987	True
4	2	3	left	0	1	right	(3, 3)	3	[(0, 0), (1, 1), (1, 2)]	[(0, 0), (1, 1), (1, 0)]	[(0, 0)]	[(1, 1)]	[(1, 2)]	False	7	4	3	1.5	8.5	17.0	53.500020599982236	21	0.6990648999926634	1	0.7042355999583378	False
4	2	3	right	1	2	right	(3, 3)	3	[(1, 0), (2, 1), (2, 2)]	[(1, 0), (2, 1), (1, 2)]	[(1, 0)]	[(2, 1)]	[(2, 2)]	False	7	4	3	0.0	17.0	24.0	62.00002919998951	24	1.9876890999730676	3	0.551890300004743	True
