run_num	task_name	task_code	task_file	instruction_dur	start_time	end_time	real_start_time	start_ttl	start_ttl_time	acc	rt	real_end_time
1	finger_sequence	fingseq	finger_sequence_01.tsv	3	0	27	0.0005765999958384	1	0.0005800999933853	0.6875		27.02021839999361
1	rest	rest	rest_01.tsv	3	27	42	27.033053099992685	1	27.03305699999328			42.001540700002806
1	action_observation	acva-acvk	action_observation_01.tsv	3	42	69	42.00838750001276	1	42.008390900009545			69.26572629998554
1	rest	rest	rest_01.tsv	3	69	84	69.27226269998937	1	69.2722659999854			84.00116580000031
1	demand_grid	dmgrd	demand_grid_01.tsv	3	84	111	84.0078569999896	1	84.0078600999841	0.3333333333333333	1.310725100003765	109.28801139999996
1	rest	rest	rest_01.tsv	3	111	126	111.00002179999136	2	11.011960600008024			126.0013353000104
1	pong	pong	pong_01.tsv	3	126	153	126.00810599999386	2	26.02004539998597	0.1666666666666666		152.5302112000063
2	action_observation	acva-acvk	action_observation_02.tsv	3	0	27	0.0003623000229708	1	0.0003655000182334			27.298999400023604
2	rest	rest	rest_02.tsv	3	27	42	27.305075500014937	1	27.30507810000563			42.00125110000954
2	pong	pong	pong_02.tsv	3	42	69	42.0079129000078	1	42.00791580000077	0.3333333333333333		68.28275199999916
2	rest	rest	rest_02.tsv	3	69	84	69.00001220000559	1	69.00001550000161			84.0013172000181
2	demand_grid	dmgrd	demand_grid_02.tsv	3	84	111	84.007302300015	1	84.00730500000645	1.0	1.0322835666690178	108.90264700000988
2	rest	rest	rest_02.tsv	3	111	126	111.0000113999995	2	11.01026440001442			126.00128810000024
2	finger_sequence	fingseq	finger_sequence_02.tsv	3	126	153	126.00833970002714	2	26.018594599998323	0.875		153.02162000001408
3	action_observation	acva-acvk	action_observation_03.tsv	3	0	27	0.0005026999861001	1	0.0005065999866928			27.31745729999966
3	rest	rest	rest_03.tsv	3	27	42	27.32384880000609	1	27.323851599998303			42.00110610001138
3	demand_grid	dmgrd	demand_grid_03.tsv	3	42	69	42.007087100006174	1	42.00709030000144	1.0	0.7650787999834089	67.20043110000552
3	rest	rest	rest_03.tsv	3	69	84	69.00001560000237	1	69.00001799999154			84.00129710001056
3	finger_sequence	fingseq	finger_sequence_03.tsv	3	84	111	84.00737599999411	1	84.00737889998709	0.875		111.02245290001156
3	rest	rest	rest_03.tsv	3	111	126	111.03997509999316	2	11.035802700003842			126.0013564999972
3	pong	pong	pong_03.tsv	3	126	153	126.00839040000574	2	26.004217800014885	0.0		152.27901910000946
4	finger_sequence	fingseq	finger_sequence_04.tsv	3	0	27	0.0004901000065729022	1	0.0004929999995511025	0.875		27.020109900011448
4	rest	rest	rest_04.tsv	3	27	42	27.0402824000048	1	27.040284999995492			42.001091499987524
4	demand_grid	dmgrd	demand_grid_04.tsv	3	42	69	42.007825300010154	1	42.00782820000313	0.3333333333333333	0.9139892000045317	66.85194289998617
4	rest	rest	rest_04.tsv	3	69	84	69.00000599998748	1	69.00000820000423			84.00123650001478
4	pong	pong	pong_04.tsv	3	84	111	84.00732020000578	1	84.00732330000028	0.5		110.28336540001328
4	rest	rest	rest_04.tsv	3	111	126	111.0000119000033	1	111.00001459999476			126.00130430000718
4	action_observation	acva-acvk	action_observation_04.tsv	3	126	153	126.00768969999626	1	126.00769249998848			153.29542730000685
