run_num	key_left	key_right	trial_num	hand	trial_dur	iti_dur	display_trial_feedback	stim	start_time	end_time	real_start_time	start_ttl	start_ttl_time	correct
1	2	3	0	bimanual	3.5	0.5	False	(-0.3, -0.15)	0.0	4.0	129.00040039999294	2	29.01233930001036	False
1	2	3	1	bimanual	3.5	0.5	False	(0.1, -0.15)	4.0	8.0	133.0000294999918	2	33.01196830000845	False
1	2	3	2	bimanual	3.5	0.5	False	(0.6, -0.15)	8.0	12.0	137.00002390000736	2	37.011963700002525	False
1	2	3	3	bimanual	3.5	0.5	False	(-0.4, -0.15)	12.0	16.0	141.00002889998723	2	41.01196750000236	False
1	2	3	4	bimanual	3.5	0.5	False	(-0.3, -0.15)	16.0	20.0	145.00002810001024	2	45.01196699999855	True
1	2	3	5	bimanual	3.5	0.5	False	(-0.6, -0.15)	20.0	24.0	149.00002760000643	2	49.01196639999398	False
2	2	3	0	bimanual	3.25	0.5	False	(-0.6, -0.15)	0.0	4.0	45.00039730002754	1	45.00039960001595	False
2	2	3	1	bimanual	3.25	0.5	False	(-0.3, -0.15)	4.0	8.0	49.00002360000508	1	49.00002610002412	True
2	2	3	2	bimanual	3.25	0.5	False	(-0.6, -0.15)	8.0	12.0	53.00002620002488	1	53.000029200018616	False
2	2	3	3	bimanual	3.25	0.5	False	(0.4, -0.15)	12.0	16.0	57.00003010002547	1	57.00003300001845	False
2	2	3	4	bimanual	3.25	0.5	False	(0.3, -0.15)	16.0	20.0	61.00002980002319	1	61.0000321000116	False
2	2	3	5	bimanual	3.25	0.5	False	(-0.1, -0.15)	20.0	24.0	65.00002450001193	1	65.00002750000567	True
3	2	3	0	bimanual	3.25	0.5	False	(-0.3, -0.15)	0.0	4.0	129.0003955999855	2	28.99622200001613	False
3	2	3	1	bimanual	3.25	0.5	False	(0.6, -0.15)	4.0	8.0	133.00002060001134	2	32.99584670001059	False
3	2	3	2	bimanual	3.25	0.5	False	(-0.1, -0.15)	8.0	12.0	137.0000241000089	2	36.995850900013465	False
3	2	3	3	bimanual	3.25	0.5	False	(-0.6, -0.15)	12.0	16.0	141.00002909998875	2	40.99585690000095	False
3	2	3	4	bimanual	3.25	0.5	False	(-0.5, -0.15)	16.0	20.0	145.0000587000104	2	44.9958847000089	False
3	2	3	5	bimanual	3.25	0.5	False	(0.4, -0.15)	20.0	24.0	149.0000214999891	2	48.99584740001592	False
4	2	3	0	bimanual	3.25	0.5	False	(-0.4, -0.15)	0.0	4.0	87.00041030001012	1	87.00041259999853	False
4	2	3	1	bimanual	3.25	0.5	False	(0.4, -0.15)	4.0	8.0	91.00002619999577	1	91.0000286999857	False
4	2	3	2	bimanual	3.25	0.5	False	(-0.3, -0.15)	8.0	12.0	95.00002879998647	1	95.00003180000931	True
4	2	3	3	bimanual	3.25	0.5	False	(-0.6, -0.15)	12.0	16.0	99.00002410000889	1	99.00002760000643	True
4	2	3	4	bimanual	3.25	0.5	False	(0.5, -0.15)	16.0	20.0	103.0000299999956	1	103.00003369999467	True
4	2	3	5	bimanual	3.25	0.5	False	(0.3, -0.15)	20.0	24.0	107.0000308000017	1	107.00003470000229	False
