run_num	task_name	task_code	task_file	instruction_dur	start_time	end_time	real_start_time	start_ttl	start_ttl_time	acc	rt	real_end_time
1	finger_sequence	fingseq	finger_sequence_01.tsv	3	0	27	0.0007010000044829	1	0.0007059999988996	0.625		29.443120100004307
1	rest	rest	rest_01.tsv	3	27	42	30.940480199999	20	4.525964299995394			44.459400100000494
1	action_observation	acva-acvk	action_observation_01.tsv	3	42	69	44.49084389999916	32	0.0836868999977014			73.49138289999973
1	rest	rest	rest_01.tsv	3	69	84	73.4989401999992	55	1.484283999998297			85.52826939999795
1	demand_grid	dmgrd	demand_grid_01.tsv	3	84	111	85.53571119999833	65	0.3161879000035696	0.6666666666666666	0.69415950000257	108.94588240000304
1	rest	rest	rest_01.tsv	3	111	126	111.0000172	86	0.5962703000041074			126.0013648000022
1	pong	pong	pong_01.tsv	3	126	153	126.00750530000369	98	1.195740700000897	0.6666666666666666		152.53287750000163
2	action_observation	acva-acvk	action_observation_02.tsv	3	0	27	0.0004667000030167	1	0.0004700999998021			29.28374060000351
2	rest	rest	rest_02.tsv	3	27	42	29.290721800003663	24	1.6906147000045166			42.00124320000032
2	pong	pong	pong_02.tsv	3	42	69	42.00730010000552	35	0.0145278999989386	0.5		68.29232500000217
2	rest	rest	rest_02.tsv	3	69	84	69.00001090000296	44	0.6061168000014732			84.00165299999935
2	demand_grid	dmgrd	demand_grid_02.tsv	3	84	111	84.00914520000515	56	1.2080650999996578	1.0	0.8037122666670863	108.7164952000021
2	rest	rest	rest_02.tsv	3	111	126	111.00001460000205	78	0.5534984999976587			126.00120500000048
2	finger_sequence	fingseq	finger_sequence_02.tsv	3	126	153	126.00789640000583	91	0.0139576000001397	0.8125		153.02003150000382
3	action_observation	acva-acvk	action_observation_03.tsv	3	0	27	0.0004120000012335	1	0.0004154999987804			29.103091800003316
3	rest	rest	rest_03.tsv	3	27	42	29.109514200004924	24	1.5151494999954591			42.00131669999973
3	demand_grid	dmgrd	demand_grid_03.tsv	3	42	69	42.00802110000223	34	1.2059447999999977	1.0	0.6617504333335091	66.84343970000191
3	rest	rest	rest_03.tsv	3	69	84	69.00001039999916	56	0.5969607000006363			84.00123120000353
3	finger_sequence	fingseq	finger_sequence_03.tsv	3	84	111	84.00866220000171	69	0.0149650999956065	0.375		111.0185158000022
3	rest	rest	rest_03.tsv	3	111	126	111.02611440000328	88	0.6311236000037752			126.00117170000158
3	pong	pong	pong_03.tsv	3	126	153	126.00849120000204	100	1.2046795999995084	0.8333333333333334		152.279935999999
4	finger_sequence	fingseq	finger_sequence_04.tsv	3	0	27	0.0003615000023273751	1	0.00036490000638877973	0.75		27.020167000002402
4	rest	rest	rest_04.tsv	3	27	42	27.02640340000653	21	0.6269924999942305			42.00126500000624
4	demand_grid	dmgrd	demand_grid_04.tsv	3	42	69	42.00706160000118	34	0.012382499997329433	1.0	0.6858974333348064	66.78668150000158
4	rest	rest	rest_04.tsv	3	69	84	69.00001210000482	56	0.6075759000013932			84.00111380000453
4	pong	pong	pong_04.tsv	3	84	111	84.00672500000655	69	0.007871900001191534	0.5		110.28463620000548
4	rest	rest	rest_04.tsv	3	111	126	111.00001770000381	88	0.5676217999935034			126.0012166000015
4	action_observation	acva-acvk	action_observation_04.tsv	3	126	153	126.00716749999992	101	0.01245070000004489			155.41851710000628
