run_num	trial_num	hand	trial_dur	iti_dur	display_trial_feedback	stim	start_time	end_time	display_panda	real_start_time	start_ttl	start_ttl_time	response
1	0		11	1	False	motor1.mov	0	12	False	45.000549699994735	22	0.0025358999992022	[]
1	1		11	1	False	motor2.mov	12	24	True	57.88356889999704	30	0.8311365999979898	[('k', 12.369201499997871)]
2	0		11	1	False	motor3.mov	0	12	False	3.000374299997929	2	1.4965612999949371	[]
2	1		11	1	False	motor4.mov	12	24	True	15.569756099997903	10	2.0580394999997225	[('k', 12.312222500004282)]
3	0		11	1	False	motor5.mov	0	12	False	3.0003690000012284	3	0.0088682999994489	[]
3	1		11	1	False	motor6.mov	12	24	True	15.798778600001242	10	2.2946303999997326	[('k', 12.372001900002942)]
4	0		11	1	False	motor2.mov	0	12	False	129.00063170000067	23	82.49897209999472	[]
4	1		11	1	False	motor3.mov	12	24	True	141.8955969000017	23	95.39393719999498	[]
