key_left	key_right	trial_num	hand	trial_dur	iti_dur	display_trial_feedback	stim	start_time	end_time
2	3	0	bimanual	3.25	0.5	FALSE	(0.1, -0.15)	0	4
2	3	1	bimanual	3.25	0.5	FALSE	(-0.2, -0.15)	4	8
2	3	2	bimanual	3.25	0.5	FALSE	(-0.5, -0.15)	8	12
2	3	3	bimanual	3.25	0.5	FALSE	(0.3, -0.15)	12	16
2	3	4	bimanual	3.25	0.5	FALSE	(-0.1, -0.15)	16	20
2	3	5	bimanual	3.25	0.5	FALSE	(-0.3, -0.15)	20	24
